Id,Title,Year,Poster,Rating,Plot,,,,,,
3736,Ace in the Hole,1951,https://images-na.ssl-images-amazon.com/images/M/MV5BNDUzZjlhZTYtN2E5MS00ODQ3LWI1ZjgtNzdiZmI0NTZiZTljXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,8.2,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to re-jump start his career, but the situation quickly escalates into an out-of-control circus.",,,,,,
3737,Lonely Are the Brave,1962,https://images-na.ssl-images-amazon.com/images/M/MV5BMTViZDU5MDktNjRjYS00Zjk1LThkNmUtMzgwYmRjMmVkZjU3XkEyXkFqcGdeQXVyNTEwNDMwNA@@._V1_SX300.jpg,7.7,A fiercely independent cowboy arranges to have himself locked up in jail in order to then escape with an old friend who has been sentenced to the penitentiary.,,,,,,
3738,"Sugarland Express, The",1974,https://images-na.ssl-images-amazon.com/images/M/MV5BM2ZlOTJmYzUtMWQ1ZC00ZDQzLWFjNDUtMDliMjJiMWI5YjBmXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,6.8,A woman attempts to reunite her family by helping her husband escape prison and together kidnapping their son. But things don't go as planned when they are forced to take a police hostage on the road.,,,,,,
3739,Trouble in Paradise,1932,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1NjAxNDUwOF5BMl5BanBnXkFtZTgwNDcwMDI0MjE@._V1_SX300.jpg,8.2,A gentleman thief and a lady pickpocket join forces to con a beautiful perfume company owner. Romantic entanglements and jealousies confuse the scheme.,,,,,,
3740,Big Trouble in Little China,1986,https://images-na.ssl-images-amazon.com/images/M/MV5BNzlhYjEzOGItN2MwNS00ODRiLWE5OTItYThiNmJlMTdmMzgxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.3,An All-American trucker gets dragged into a centuries-old mystical battle in Chinatown.,,,,,,
3741,Badlands,1973,https://images-na.ssl-images-amazon.com/images/M/MV5BMDcxNjhiOTEtMzQ0YS00OTBhLTkxM2QtN2UyZDMzNzIzNWFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.9,An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,,,,,,
3742,Battleship Potemkin,1925,https://images-na.ssl-images-amazon.com/images/M/MV5BMTEyMTQzMjQ0MTJeQTJeQWpwZ15BbWU4MDcyMjg4OTEx._V1_SX300.jpg,8,"In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.",,,,,,
3743,Boys and Girls,2000,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyNjIzNTI4Ml5BMl5BanBnXkFtZTcwNzAzMjk0MQ@@._V1_SX300.jpg,5.3,A friendship is put to the ultimate test when two best friends wind up in bed together.,,,,,,
3744,Shaft,2000,https://images-na.ssl-images-amazon.com/images/M/MV5BYmJhNWMyOTUtZjgwZS00YzdjLTk1MmMtODJlOTExMDQ3MDU5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,5.9,New York City police detective John Shaft (nephew of the original 1970s detective) goes on a personal mission to make sure the son of a real estate tycoon is brought to justice after a racially-motivated murder.,,,,,,
3745,Titan A.E.,2000,https://images-na.ssl-images-amazon.com/images/M/MV5BYTVkYTAyZDMtYzNmYi00OTkyLTg3M2ItNmE0MDZkNmY3Y2I3XkEyXkFqcGdeQXVyNjU2MDUzMjY@._V1_SX300.jpg,6.6,A young man learns that he has to find a hidden Earth ship before an enemy alien species does in order to secure the survival of humanity.,,,,,,
3746,Butterfly,1999,https://images-na.ssl-images-amazon.com/images/M/MV5BZTAwNzQ1MTktZDRmMi00OTZjLWJmNjctMGM3ZTQxNjNlYTA4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,7.6,"For Moncho, it's an idyllic year: he starts school, he has a wonderful teacher, he makes a friend in Roque, he begins to figure out some of the mysteries of Eros, and, with his older ...",,,,,,
3747,Jesus' Son,1999,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMzkyMjg4N15BMl5BanBnXkFtZTcwMTI2NDUyMQ@@._V1_SX300.jpg,7,A young man turns from drug addiction and petty crime to a life redeemed by a discovery of compassion.,,,,,,
3751,Chicken Run,2000,https://images-na.ssl-images-amazon.com/images/M/MV5BY2UyYjFkNzAtYzIyMC00MGI1LTlkNDktNzUyOGQ5NTI2ZGFjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,7,"When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners.",,,,,,
3752,"Me, Myself & Irene",2000,https://images-na.ssl-images-amazon.com/images/M/MV5BODMwMDY2YzUtNGFiNS00NDA1LWI4YzMtYzVmM2RlZTk3NGVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.5,A nice-guy cop with dissociative identity disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.,,,,,,
3753,"Patriot, The",2000,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMjE4ODU0MV5BMl5BanBnXkFtZTYwNTI2OTk2._V1_SX300.jpg,7.1,Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.,,,,,,
3754,"Adventures of Rocky and Bullwinkle, The",2000,https://images-na.ssl-images-amazon.com/images/M/MV5BMzI0Mzk2NzcwNV5BMl5BanBnXkFtZTcwNjYyNTkxMQ@@._V1_SX300.jpg,4.2,"When enemies Boris, Natasha and Fearless leader escape into the real world with a nefarious scheme, Rocky & Bullwinkle do the same and team up with a young F.B.I. agent to stop the trio.",,,,,,
3755,"Perfect Storm, The",2000,https://images-na.ssl-images-amazon.com/images/M/MV5BOGU2MWRiYmQtMDY1MS00OTUzLTkzYTktYjE5YTE4MTI0NzRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.4,An unusually intense storm pattern catches some commercial fishermen unaware and puts them in mortal danger.,,,,,,
3757,Asylum,1972,https://images-na.ssl-images-amazon.com/images/M/MV5BMzM0YWE2ZDUtZTNmYi00ZmM4LTkxYTYtYTY1NmIxNjA1MzNhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,6.5,"In order to secure a job at a mental institution, a young psychiatrist must interview four patients inside the asylum.",,,,,,
3758,Communion,1989,https://images-na.ssl-images-amazon.com/images/M/MV5BODdhZTM2MmUtNmJiYy00ZmE0LWFlNmEtZDcyODVmOWJkZDMxXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg,5.7,"Whitley Strieber goes with his family and some friends to his holiday home in the forest. They experience some weird occurances, are they UFO activity? Whitley is abducted and then faces a ...",,,,,,
3759,Fun and Fancy Free,1947,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NDA5MTY1Nl5BMl5BanBnXkFtZTcwMTQ1MDcyMQ@@._V1_SX300.jpg,6.7,Jiminy Cricket hosts two Disney animated shorts: Bongo," about a circus bear escaping to the wild, and Mickey and the Beanstalk", a take on the famous fairy tale.,,,,
3760,"Kentucky Fried Movie, The",1977,https://images-na.ssl-images-amazon.com/images/M/MV5BOGRjZTJiMjYtNjkyZS00NTgwLWI3ODAtMDRlODdkMjQ2YjY3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,6.5,"A series of short, highly irreverent, and often tasteless skits.",,,,,,
3761,"Blood In, Blood Out",1993,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyMTM5OTMxNF5BMl5BanBnXkFtZTYwODcyNDY5._V1_SX300.jpg,8,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members...",,,,,,
3763,F/X,1986,https://images-na.ssl-images-amazon.com/images/M/MV5BZmEzOWJhMzEtNjM2ZS00OGQwLTk4ZjItN2YyMmZkZDdiNDc4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.7,"A movie special effects man is hired to fake a real-life mob killing for a witness protection plan, but finds his own life in danger.",,,,,,
3764,F/X2,1991,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MzAxODMwOF5BMl5BanBnXkFtZTcwNDY1MDY2NA@@._V1_SX300.jpg,5.8,"F/X man Rollie Tyler (Bryan Brown) is now a toy maker. Mike Brandon (Tom Mason), the ex-husband of Rolly's girlfriend Kim(Rachel Ticotin), is a cop. He asks Rollie to help catch a killer. ...",,,,,,
3765,"Hot Spot, The",1990,https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5OTU4MzkwNl5BMl5BanBnXkFtZTcwNzA4OTkxMQ@@._V1_SX300.jpg,6.4,"When the drifter Harry Madox reaches a small town in Texas, he gets a job as used car salesman with the dealer George Harshaw and settles down in a hotel room. During a fire, Harry observes...",,,,,,
3766,Missing in Action,1984,https://images-na.ssl-images-amazon.com/images/M/MV5BODAyNTc5ODk0MV5BMl5BanBnXkFtZTcwNzkzNzA2NA@@._V1_SX300.jpg,5.3,Braddock launches a mission deep into the jungles of Vietnam to find the POW camp that he escaped from and free the Americans still held captive there.,,,,,,
3768,Braddock: Missing in Action III,1988,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxODI3NjYxMl5BMl5BanBnXkFtZTcwNTc0MjEyMQ@@._V1_SX300.jpg,4.7,Braddock mounts a one-man assault to free his wife and son who are still being held in a Vietnam prison camp.,,,,,,
3769,Thunderbolt and Lightfoot,1974,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0NzU4NjQ5N15BMl5BanBnXkFtZTcwMzM1MTQ3NA@@._V1_SX300.jpg,7.1,"With the help of an irreverent young sidekick, a bank robber gets his old gang back together to organize a daring new heist.",,,,,,
3770,Dreamscape,1984,https://images-na.ssl-images-amazon.com/images/M/MV5BYWVmOTE2ZDEtMTEwNS00NjQzLTk5MDAtYzliODNhODI0Y2Q4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.3,A young psychic on the run from himself is recruited by a government agency experimenting with the use of the dream-sharing technology and is given the inverse task of planting an idea into the mind of the U.S. president.,,,,,,
3771,The Golden Voyage of Sinbad,1973,https://images-na.ssl-images-amazon.com/images/M/MV5BNTUyZDFhZTItODZjOC00NGU5LWFkNmEtOGZhNDc1MGRiMDIyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,6.8,"Sinbad and his crew intercept a homunculus carrying a golden tablet. Koura, the creator of the homunculus and practitioner of evil magic, wants the tablet back and pursues Sinbad. Meanwhile...",,,,,,
3773,House Party,1990,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyODY3NjQxNl5BMl5BanBnXkFtZTcwODkyMTYyMQ@@._V1_SX300.jpg,6.3,"Young Kid has been invited to a party at his friend Play's house. But after a fight at school, Kid's father grounds him. None the less, Kid sneaks out when his father falls asleep. But Kid ...",,,,,,
3774,House Party 2,1991,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzOTIxOTY5MV5BMl5BanBnXkFtZTcwNzYzODYyMQ@@._V1_SX300.jpg,5.1,"When Kid's college money is stolen by a crooked music promoter, Play's solution is to stage the 'mutha' of all pajama parties. Starring Kid 'n Play and Martin Lawrence.",,,,,,
3775,Make Mine Music,1946,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3NzMzNzQ1OV5BMl5BanBnXkFtZTcwMjM5NDYxMQ@@._V1_SX300.jpg,6.4,Animation done to contemporary popular music.,,,,,,
3777,Nekromantik,1987,https://images-na.ssl-images-amazon.com/images/M/MV5BZThhNGE0NzQtMTY2MC00NDE2LWJiZjgtZDgwNDRmMDY4ZjI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.1,"A street sweeper who cleans up after grisly accidents brings home a full corpse for him and his wife to enjoy sexually, but is dismayed to see that his wife prefers the corpse over him.",,,,,,
3780,Rocketship X-M,1950,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2ODUxNDkyNV5BMl5BanBnXkFtZTcwNDg1NDAyMQ@@._V1._CR6,60,250,384_SX89_AL_.jpg_V1_SX300.jpg,4.9,An astronaut crew on their way to the Moon are unexpectedly propelled by gravitational forces and end up on Mars instead.,,,
3783,Croupier,1998,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3MzAyOTUxNl5BMl5BanBnXkFtZTcwMDYxNTEzMQ@@._V1_SX300.jpg,7.2,"An aspiring writer is hired as a croupier at a casino, where he realizes that his life as a croupier would make a great novel.",,,,,,
3784,"Kid, The",2000,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwMzk2NTE5NF5BMl5BanBnXkFtZTcwMTcyOTAwMQ@@._V1_SX300.jpg,6.1,An unhappy and disliked image consultant gets a second shot at life when an eight year old version of himself mysteriously appears.,,,,,,
3785,Scary Movie,2000,https://images-na.ssl-images-amazon.com/images/M/MV5BMGEzZjdjMGQtZmYzZC00N2I4LThiY2QtNWY5ZmQ3M2ExZmM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.2,"A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer.",,,,,,
3786,But I'm a Cheerleader,1999,https://images-na.ssl-images-amazon.com/images/M/MV5BNmZjNGVmYmItZWFmNi00ODQ1LThmZTUtMzYzMGJlMjZjMGFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.6,A naive teenager is sent to rehab camp when her straitlaced parents and friends suspect her of being a lesbian.,,,,,,
3787,Shower,1999,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2NzQ2Njg0NF5BMl5BanBnXkFtZTYwNTIwNTU5._V1_SX300.jpg,7.5,"Shenzhen businessman, Da Ming, goes home to Beijing when he thinks his father has died. He finds his father hard at work at the family's bathhouse (the false message was a ruse of Da's ...",,,,,,
3788,Blow-Up,1966,https://images-na.ssl-images-amazon.com/images/M/MV5BZGVjMmExMDctNGFhNy00M2UzLWI5MTEtYmE0NzhiODVkYWQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.7,A mod London photographer finds something very suspicious in the shots he has taken of a mysterious beauty in a desolate park.,,,,,,
3789,"Pawnbroker, The",1964,https://images-na.ssl-images-amazon.com/images/M/MV5BNDA3NDgxMzQtOGNkOS00N2U0LWExMGItNGJkNzYxMDU5NjQ4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7.8,"A Jewish pawnbroker, victim of Nazi persecution, loses all faith in his fellow man until he realizes too late the tragedy of his actions.",,,,,,
3790,Groove,2000,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczOTE4OTQ4OV5BMl5BanBnXkFtZTcwNTMzNDAyMQ@@._V1_SX300.jpg,6.5,An inside look into one night in the San Francisco underground rave scene.,,,,,,
3791,Footloose,1984,https://images-na.ssl-images-amazon.com/images/M/MV5BYTE2NjQ1MjQtOTdmNi00NjJmLWJlYTItNmFhYzBmMWM4NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.5,"A city teenager moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.",,,,,,
3792,Duel in the Sun,1946,https://images-na.ssl-images-amazon.com/images/M/MV5BYzQ5NzAwZjktMDU3Ny00OGY4LTkzYjMtZDA0Y2YxMmVlYmMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,6.9,"Beautiful half-breed Pearl Chavez becomes the ward of her dead father's first love and finds herself torn between her sons, one good and the other bad.",,,,,,
3793,X-Men,2000,https://images-na.ssl-images-amazon.com/images/M/MV5BMzU4ODZlYTMtZDg4Yi00OGUzLWEzYjUtZjE2ZmM0NTZkYTQ2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,7.4,Two mutants come to a private academy for their kind whose resident superhero team must oppose a terrorist organization with similar powers.,,,,,,
3794,Chuck & Buck,2000,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NTgzNjkyN15BMl5BanBnXkFtZTcwNTYwOTcxMQ@@._V1_SX300.jpg,6.6,An oddly naive man-child stalks his childhood best friend and tries to reconnect with their past.,,,,,,
3795,"Five Senses, The",1999,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2NjAzODM5Ml5BMl5BanBnXkFtZTcwNjk5MDUyMQ@@._V1_SX300.jpg,6.8,"Interconnected stories examine situations involving the five senses. Touch is represented by a massage therapist who is treating a woman, while her daughter accidentally loses the woman's ...",,,,,,
3798,What Lies Beneath,2000,https://images-na.ssl-images-amazon.com/images/M/MV5BNTY4NjNkMTMtNTEyOC00NDBiLWFkZjMtZDkwYzU3OTFjOTkzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,6.6,The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.,,,,,,
3799,Pokémon the Movie 2000,2000,https://images-na.ssl-images-amazon.com/images/M/MV5BNzE1NjBiODAtNDVhNS00ZTI1LTg4ZjUtZTk3OWVhODljMjNjXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg,5.9,"Ash Ketchum must gather the three spheres of fire, ice and lightning in order to restore balance to the Orange Islands.",,,,,,
3800,Criminal Lovers,1999,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0MjcyMjgyNF5BMl5BanBnXkFtZTcwNjg0NTUxMQ@@._V1_SX300.jpg,6.6,"After a perverted impulse drives them to kill, Alice and her boyfriend, Luc, drag the body into the woods, only to find themselves hopelessly lost - much like the fairy-tale plight of ...",,,,,,
3801,Anatomy of a Murder,1959,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0ODU0OTQ5N15BMl5BanBnXkFtZTgwMzYzMzIxMDE@._V1_SX300.jpg,8.1,"In a murder trial, the defendant says he suffered temporary insanity after the victim raped his wife. What is the truth, and will he win his case?",,,,,,
3802,Freejack,1992,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NjUxOTg5OF5BMl5BanBnXkFtZTcwNjMxNTIyMQ@@._V1_SX300.jpg,5.3,"Bounty hunters from the future transport a doomed race-car driver to New York in 2009, where his mind will be replaced with that of a dead billionaire.",,,,,,
3804,H.O.T.S.,1979,https://images-na.ssl-images-amazon.com/images/M/MV5BYWRiYzg1MDgtNDg4Ni00NzE5LTgyMWUtMGFiODBmM2I5M2I4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,4.2,"College exploitation film focusing on the wild escapades of the women of H.O.T.S. Sorority. The antics include but are certainly not limited to a wet t-shirt contest, a sky-diving episode, ...",,,,,,
3805,Knightriders,1981,https://images-na.ssl-images-amazon.com/images/M/MV5BNzRiZGNlOTctYjY5OS00YTcwLThkNDctN2VjYTdhNWJiODJlXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,6.4,"A medieval reenactment troupe find it increasingly difficult to keep their family-like group together, with pressure from local law enforcement, interest from entertainment agents and a growing sense of delusion from their leader.",,,,,,
3806,Mackenna's Gold,1969,https://images-na.ssl-images-amazon.com/images/M/MV5BNjE4NDFmNTctYTBjMy00ZjAwLWI3ZWUtNWU1YzNmZTUyYTkyXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,6.8,"A bandit kidnaps a Marshal who has seen a map showing a gold vein on Indian lands, but other groups are looking for it too, while the Apache try to keep the secret location undisturbed.",,,,,,
3807,Sinbad and the Eye of the Tiger,1977,https://images-na.ssl-images-amazon.com/images/M/MV5BOTI2MzU4NjM4NV5BMl5BanBnXkFtZTgwNTkwNzYzNTE@._V1_SX300.jpg,6.4,Sinbad The Sailor sails to deliver a cursed prince to a dangerous island in the face of deadly opposition from a powerful witch.,,,,,,
3809,What About Bob?,1991,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxMjU2ODk4N15BMl5BanBnXkFtZTgwODQzNTcxMTE@._V1_SX300.jpg,7,"A successful psychotherapist loses his mind after one of his most dependent patients, an obsessive-compulsive neurotic, tracks him down during his family vacation.",,,,,,
3810,White Sands,1992,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MTgwNDM4N15BMl5BanBnXkFtZTcwNDY5MDMyMQ@@._V1_SX300.jpg,6,"A small southwestern town sheriff finds a body in the desert with a suitcase and $500,000. He impersonates the man and stumbles into an FBI investigation.",,,,,,
3811,Breaker Morant,1980,https://images-na.ssl-images-amazon.com/images/M/MV5BN2E5YmFkMWQtMWE4NC00ZmE3LWJjM2ItMDQ0MDU4OGMzMWUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7.9,Three Australian lieutenants are court martialed for executing prisoners as a way of deflecting attention from war crimes committed by their superior officers.,,,,,,
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2ODA3Mzc3Ml5BMl5BanBnXkFtZTcwNTkyNzYzNA@@._V1_SX300.jpg,6.8,"Seven segments related to one another only in that they all purport to be based on sections of the book by David Reuben. The segments range from Do Aphrodisiacs Work?"" in which a court ...""",,,,,,
3813,Interiors,1978,https://images-na.ssl-images-amazon.com/images/M/MV5BNTU1YmQyNTctNjFhNS00MTA4LWI1MjctZTA1NzgzOTYyNzdhXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,7.5,"Three sisters find their lives spinning out of control in the wake of their parents' sudden, unexpected divorce.",,,,,,
3814,Love and Death,1975,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMDk1NTA5NF5BMl5BanBnXkFtZTcwNDkzNzA2NA@@._V1_SX300.jpg,7.8,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.",,,,,,
3816,"Official Story, The",1985,https://images-na.ssl-images-amazon.com/images/M/MV5BYTUyNGU4NmEtMGYyMC00OGFlLTkzYzYtZGM3MTMyZDY2YWVhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,7.8,"After the end of the Dirty War, a high school teacher sets out to find out who the mother of her adopted daughter is.",,,,,,
